SalePrice,CentralAir,OverallQual,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,FullBath 0,FullBath 1,FullBath 2,FullBath 3,FullBath 4,ExterQual Ex,ExterQual Fa,ExterQual Gd,ExterQual TA,KitchenQual Ex,KitchenQual Fa,KitchenQual Gd,KitchenQual TA,BsmtQual Ex,BsmtQual Fa,BsmtQual Gd,BsmtQual TA,GarageCars 0.0,GarageCars 1.0,GarageCars 2.0,GarageCars 3.0,GarageCars 4.0,GarageCars 5.0,GarageFinish Fin,GarageFinish RFn,GarageFinish Unf,Fireplaces 0,Fireplaces 1,Fireplaces 2,Fireplaces 3,Fireplaces 4,HeatingQC Ex,HeatingQC Fa,HeatingQC Gd,HeatingQC Po,HeatingQC TA,Foundation BrkTil,Foundation CBlock,Foundation PConc,Foundation Slab,Foundation Stone,Foundation Wood
213500.0,1,0.6461833962946006,0.5854960879291641,0.7715244649836891,-0.25595480794954156,-0.5622854795347272,0.986849366836289,1.145312439712891,1.0404370527384896,1.1215875460374853,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
76000.0,0,-0.06318453668168356,-1.4166212334318207,-0.5242153132985964,-0.6077356551090843,-0.957396438113976,-0.9250621166560519,-1.4301134965521762,-1.6401732676732679,-1.130709816670607,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
240000.0,1,-0.06318453668168356,0.8938182025711321,0.13062091873653717,1.1988292115941162,-0.20541106533411532,1.6241531946670693,0.6830565024345456,0.3702844726355503,0.5585132053604623,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
192000.0,1,1.3555513292708847,-0.45805568470518926,-0.19911931157902651,0.46349376333803954,0.27891849679528646,-0.28775828882527155,1.0792758772445559,0.9925690113025655,1.0411483545121965,-0.4826623154222654,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81000.0,1,-0.7725524696579678,-0.6260517087088256,-2.196137607856384,-0.893699440542003,-1.2785834108945267,0.986849366836289,-2.0244425587671917,0.5617566383792473,0.0,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
125000.0,1,-0.06318453668168356,-0.7426607136054675,-0.5613691420665472,-0.02446031498003597,-0.08815232923962858,-0.28775828882527155,0.15476400268786517,-0.39560419033923755,-0.044780731079205306,0.855557376395233,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
191000.0,1,0.6461833962946006,-0.04300668422561691,0.48358229203207015,0.9446391800981884,0.8142301180962043,-0.28775828882527155,0.9141844710737183,0.7532288041229442,0.8400503756989739,0.1276554519756732,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
426000.0,1,2.774287195223453,1.64288282724617,1.732879784354417,1.4303237045636217,1.4846441962016395,1.6241531946670693,1.1783307209470586,1.1361731356103382,1.2020267375627744,0.9507445511270216,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
119000.0,1,-0.7725524696579678,-0.2643661511480555,-0.41275382699474383,-0.43298000845563406,-0.5062052144460596,0.3495455390055087,-2.3546253711088667,-1.6401732676732679,-0.004561135316560798,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
215000.0,1,-0.06318453668168356,0.909629593065592,0.40463040590017463,-0.5623445780562402,-0.90641437894246,0.3495455390055087,0.9802210335420534,0.8489648869947928,0.9204895672242629,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
106500.0,1,-0.7725524696579678,-1.2229316998746869,-0.8307344006341908,-2.387065875580578,-0.7075843481735478,-0.9250621166560519,-0.4065467782929828,-1.2093608947499497,-0.7687334548068064,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
100000.0,1,-1.4819204026342518,-1.4087155381845908,-2.196137607856384,-0.5986574396985155,-0.9472000262796728,-1.562365944486832,-1.0008758405079983,-1.6401732676732679,0.0,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
109000.0,1,-0.7725524696579678,-0.9225152804799488,-1.081522744817859,-0.7189437938885527,-1.08230248308419,-0.9250621166560519,-1.0338941217421658,-1.6401732676732679,-1.5329057742970522,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
129000.0,1,-0.7725524696579678,-0.7051086611811253,0.5718226353559533,0.20930373184211182,-0.039719373026688404,-0.28775828882527155,-0.5056016219954854,-1.3529650190577225,-0.88939224209474,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
123000.0,1,-0.7725524696579678,-1.1992146141329971,0.5903995497399288,-0.3580847313184411,-0.6769951126706382,-0.28775828882527155,0.022690877751195066,-0.5870763560829345,0.2769760350219508,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
169500.0,1,-0.7725524696579678,0.6151424451062764,-0.9700612585140065,-0.4261713468977074,-0.7228789659250026,0.986849366836289,-0.3074919345904802,-1.0657567704421769,-0.6480746675188729,1.040332480286352,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
67000.0,1,-0.7725524696579678,-0.8375290565722269,-0.6263883424104612,-0.2060246231914129,-0.21050927125126692,-0.28775828882527155,-1.6942597464255162,-1.6401732676732679,-2.3372976895499424,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
241000.0,1,0.6461833962946006,0.09731940641271469,-0.1619654828110757,0.09128693150471683,-0.12129066770111396,0.3495455390055087,1.145312439712891,1.088305094174414,1.16180714180013,-0.012325687335780598,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
245500.0,1,1.3555513292708847,-0.42050363228084703,0.12597669014054333,0.47257197874860835,0.32735145300822666,-1.562365944486832,0.8151296273712157,0.5617566383792473,0.7193915884110403,-0.5722502445815958,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
164990.0,1,0.6461833962946006,-0.3770223084210823,-0.33844616945884215,0.586049671380719,0.38343171809689425,-0.28775828882527155,1.1122941584787234,0.9925690113025655,1.081367950274841,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
108000.0,1,-0.7725524696579678,-1.6379807003542592,-1.081522744817859,-0.861925686605012,-1.2428959694744655,-1.562365944486832,-1.0338941217421658,0.6096246798151715,-1.5329057742970522,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
258000.0,1,1.3555513292708847,1.5065095842314533,-0.2455615975389651,0.2024950702841852,0.013811789103403378,2.2614570224978494,0.8811661898395508,0.6574927212510958,0.7998307799363293,3.067259377516203,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
168000.0,1,-0.06318453668168356,0.1408007302724794,-0.46384034155067627,-0.5578054703509557,-0.9013161730253084,0.3495455390055087,0.7821113461370481,0.5617566383792473,0.6791719926483959,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
150000.0,1,-1.4819204026342518,0.23566907323923883,0.07953440418060477,0.5202326096540948,1.173653635255392,0.986849366836289,0.15476400268786517,0.4181525140714746,0.5987328011231068,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
115000.0,1,-0.06318453668168356,0.2732211256635811,-1.081522744817859,0.027739423630734898,0.016360892061979177,-0.28775828882527155,-1.165967246678836,-1.6401732676732679,-1.6937841573476302,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
177000.0,1,-0.06318453668168356,0.35425450194768804,-0.7657152002902768,-0.4806406393611205,-0.8146466724337312,0.986849366836289,-1.859351152596354,-0.39560419033923755,-0.728513859044162,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280000.0,1,0.6461833962946006,1.3266550173569718,2.2019468725497964,0.025469869778092687,-0.22580388900272172,1.6241531946670693,1.145312439712891,1.0404370527384896,1.1215875460374853,1.3874857057787575,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
339750.0,1,1.3555513292708847,1.140871179047068,1.6864374983944785,-0.04034719194853145,-0.2793350511328135,0.986849366836289,1.1783307209470586,1.1361731356103382,1.2020267375627744,-0.012325687335780598,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
60000.0,1,-0.7725524696579678,-0.4442207180225369,-0.5706575992585349,0.5088848403908838,0.29676221750531706,-0.9250621166560519,-0.4395650595271503,-1.257228936185874,-0.808953050569451,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
145000.0,0,-0.7725524696579678,-0.8790339566201841,0.46036114905210085,0.009582992809597205,-0.2640404333813587,-0.9250621166560519,-0.5386199032296529,-1.4008330604936468,-0.9296118378573844,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
222000.0,1,0.6461833962946006,-0.0449831080374244,0.05166903260464164,0.9491782878034728,0.8116810151376285,0.3495455390055087,1.2443672834153936,1.1840411770462624,1.242246333325419,1.846623842720326,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
115000.0,1,-0.7725524696579678,-0.9343738233507938,-0.5242153132985964,-0.09935559211722896,-0.3354153162214811,-0.9250621166560519,-1.4631317777863437,-1.6401732676732679,-2.0557605192114305,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
228000.0,1,0.6461833962946006,1.1784232314714103,0.9526493802274495,0.06405228527301028,-0.20286196237553952,1.6241531946670693,0.7160747836687131,0.4181525140714746,0.5987328011231068,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
181134.0,1,0.6461833962946006,-0.3177295940668577,-0.3570230838428176,0.6541362869599853,0.4599048068541682,-0.28775828882527155,1.1783307209470586,1.088305094174414,1.16180714180013,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
149500.0,1,-0.06318453668168356,-0.19914416535840843,-0.15267702561908797,-0.861925686605012,-1.2428959694744655,-0.28775828882527155,0.22080056515620022,-0.29986810746738907,-0.004561135316560798,0.5643966066274091,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
239000.0,0,-0.06318453668168356,2.2199985802939564,1.8164758990823064,0.7222229025392517,0.5363778956114421,2.2614570224978494,-1.7602963088938515,-1.6401732676732679,-2.417736881075231,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
126000.0,0,-0.7725524696579678,-0.7248728992992001,-1.081522744817859,-0.6712831629830662,-1.0287713209540983,0.3495455390055087,-1.0338941217421658,-1.6401732676732679,-1.5329057742970522,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
142000.0,1,-0.7725524696579678,-0.8790339566201841,-0.7842921146742522,0.009582992809597205,-0.2640404333813587,-0.28775828882527155,-0.10938224718547504,-0.7785485218266315,-0.4067570929430059,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
206300.0,1,0.6461833962946006,-0.30982389881962774,1.444937611402798,0.6632145023705541,0.4701012186884714,0.986849366836289,0.8481479086053832,0.6574927212510958,0.7596111841736849,0.5475988699100346,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
215000.0,1,-0.06318453668168356,0.20009344462670406,0.2606593194243651,1.2487593963522448,1.1277697820010275,0.986849366836289,0.1877822839220327,0.7532288041229442,-0.044780731079205306,0.13325469754813135,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
113000.0,1,-0.7725524696579678,-1.0134307758230932,0.21886126206042042,-0.14474666917007317,-0.43737943456451306,-1.562365944486832,-0.5716381844638204,-1.4487011019295708,-0.969831433620029,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
315000.0,1,1.3555513292708847,2.2318571231648012,1.0362454949553388,0.9491782878034728,0.7912881914690221,0.986849366836289,0.8811661898395508,0.6574927212510958,0.7998307799363293,2.0761929111911104,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
139000.0,1,-0.06318453668168356,-0.6023346229671358,-0.8168017148462092,0.32732053217950685,0.09283398081925315,-0.28775828882527155,-0.5056016219954854,-1.3529650190577225,-0.88939224209474,-0.15790607221969255,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
135000.0,1,0.6461833962946006,-0.22088482728829079,-1.081522744817859,-0.9095863175104985,-1.1536773659243125,-0.28775828882527155,-0.8357844343371607,0.3702844726355503,-1.2513686039585405,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
275000.0,1,0.6461833962946006,0.2831032447226185,0.4464284632641193,1.058116872730299,1.234832106261211,-0.9250621166560519,0.584001658732043,0.2266803483277776,0.4378544180725288,0.23964036342483624,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
109008.0,1,-1.4819204026342518,-1.1735211045794998,-0.5613691420665472,-0.3285805312340923,-0.6438567742091528,-0.9250621166560519,-0.47258334076131786,-1.3050969776217982,-0.5676354759935839,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
195400.0,1,0.6461833962946006,-0.578617537225446,0.7204379504277567,0.35455517841121337,0.12342321632216273,-0.28775828882527155,1.1783307209470586,1.088305094174414,1.16180714180013,0.03246827724388462,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
175000.0,1,-0.06318453668168356,-0.17542707961671858,0.4789380634360763,0.7721530872973803,0.6434402198716257,-0.28775828882527155,0.5509833774978755,0.17881230689185335,0.3976348223098843,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
85400.0,1,-0.06318453668168356,-1.0154071996349008,-0.9700612585140065,-1.2908713647543901,-1.7246764286452916,-1.562365944486832,-0.01032740348297246,-0.6349443975188588,-0.2860983056550724,0.7267747282286955,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
79900.0,1,-0.06318453668168356,-0.5983817753435209,-2.196137607856384,-0.3421978543499456,-0.18246913870693315,0.3495455390055087,-1.6942597464255162,0.6574927212510958,0.0,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
122500.0,1,-0.7725524696579678,-0.2683189987716705,-0.15267702561908797,-0.6508571783092864,-1.005829394326916,-0.28775828882527155,-0.01032740348297246,-0.6349443975188588,-0.2860983056550724,1.5330660906626696,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
181000.0,1,-0.06318453668168356,0.20404629225031903,-0.01335016773927233,-0.2854590080338903,-0.5954238179962126,0.3495455390055087,0.8481479086053832,0.6574927212510958,0.7596111841736849,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81000.0,1,-1.4819204026342518,-1.7209905004501738,-2.196137607856384,-0.9572469484159849,-1.349958293734649,-2.1996697723176126,0.022690877751195066,-0.5870763560829345,0.0,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
212000.0,1,0.6461833962946006,0.3167024495233458,0.3581881199402361,-0.5736923473194512,-0.8477850108952166,-0.28775828882527155,0.8151296273712157,0.5617566383792473,0.7193915884110403,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
116000.0,1,-0.06318453668168356,-0.7564956802881199,-0.15267702561908797,-0.9163949790684252,-1.0848515860427659,-0.28775828882527155,-1.6942597464255162,-1.6401732676732679,0.4780740138351733,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
119000.0,1,-0.06318453668168356,-1.1794503760149222,-1.3601764605774902,-0.3807802698448632,-0.6515040830848802,-1.562365944486832,-1.4961500590205112,0.9447009698666412,-2.095980114974075,-0.5722502445815958,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
90350.0,0,-0.7725524696579678,-1.5944993764944946,-0.5613691420665472,-1.388462180418005,-1.1868157043857979,-1.562365944486832,-1.925387715064689,0.8489648869947928,0.4780740138351733,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
110000.0,1,-0.06318453668168356,-0.6023346229671358,0.25601509082837126,-0.8346910403733055,-1.2123067339715559,0.3495455390055087,-1.6942597464255162,0.7532288041229442,1.081367950274841,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
555000.0,1,2.774287195223453,1.781232494072694,0.9247840086514864,4.6349337444944245,3.1670521488616665,2.2614570224978494,1.211349002181226,1.1361731356103382,1.2020267375627744,0.5475988699100346,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
118000.0,0,-1.4819204026342518,-0.12008721288610892,-2.196137607856384,0.8810916722242065,0.7148151027117481,0.986849366836289,-0.5386199032296529,-1.4008330604936468,0.0,0.9395460599821053,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
162900.0,1,-0.7725524696579678,0.1427771540842869,-0.5242153132985964,0.05951317756772586,-0.08050502036390118,0.986849366836289,-1.364076934083841,0.3702844726355503,-1.935101731923497,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
172500.0,1,0.6461833962946006,-0.47979634663507165,0.8133225223476338,0.468032871043324,0.25087836425095267,-0.28775828882527155,1.145312439712891,1.088305094174414,1.16180714180013,-0.16910456336460886,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
210000.0,1,0.6461833962946006,0.8048791310397952,0.09346708996858634,-0.31042410041295465,-0.577580097286182,0.986849366836289,0.7490930649028806,0.513888596943323,0.6389523968857513,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
127500.0,1,-0.06318453668168356,0.37204231625395545,0.03309211822066622,0.8720134568136376,1.349541739397122,0.3495455390055087,-0.5056016219954854,-1.3529650190577225,-0.88939224209474,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
190000.0,1,-0.06318453668168356,0.7653506548036455,0.488226520628064,1.0558473188776567,1.856813228153706,-0.28775828882527155,-0.1754188096538101,0.8489648869947928,-0.4871962844682949,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
199900.0,1,0.6461833962946006,0.7613978071800305,-0.19447508298303268,-0.27638079262332144,-0.5189507292389386,2.2614570224978494,0.8811661898395508,0.70536076268702,0.7998307799363293,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
119500.0,1,-0.06318453668168356,-0.24657833684178812,-1.2765803458496008,-0.6168138705196532,-0.9675928499482792,0.3495455390055087,-1.1329489654446683,-1.6401732676732679,-1.6535645615849857,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
120000.0,1,-2.191288335610536,-0.6280281325206332,-0.7657152002902768,-0.9141254252157829,-1.2250522487644349,-0.28775828882527155,-0.7697478718688255,0.8489648869947928,0.11609765197137273,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
110000.0,1,-0.06318453668168356,-1.3593049428894035,-0.9421958869380433,-0.5419185933824602,-0.8834724523152778,-0.9250621166560519,-1.364076934083841,0.9925690113025655,-1.8546625403982082,-0.5722502445815958,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280000.0,1,0.6461833962946006,0.06372020161198741,0.4789380634360763,1.0921601805199321,0.9518816778592973,-0.9250621166560519,0.12174572145369765,-0.4434722317751618,-0.12521992260449433,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
204000.0,1,-0.06318453668168356,0.5044627116450571,-0.23627314034697736,-0.4080149160765697,-0.692289730422093,0.3495455390055087,0.8151296273712157,0.6096246798151715,0.7193915884110403,-0.33708193053835345,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
210000.0,1,1.3555513292708847,0.17637635888501418,0.9433609230354618,-0.6440485167513598,-0.9522982321968244,-0.28775828882527155,1.211349002181226,1.1361731356103382,1.2020267375627744,-0.5722502445815958,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
188000.0,1,-0.7725524696579678,0.4491228449144475,0.40463040590017463,1.5347231817851634,1.4489567547815783,0.986849366836289,0.15476400268786517,-0.39560419033923755,-0.08500032684184981,-0.5722502445815958,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
